HDPE_wt_percent	LDPE_wt_percent	PP_wt_percent	PS_wt_percent	PVC_wt_percent	PET_wt_percent	Temperature_C	Heating_Rate_C_per_min	Particle_Size_mm	Feed_Size_g	Catalyst	Reactor_Type	Oil_Yield_percent	Source
0.0	100.0	0.0	0.0	0.0	0.0	500.0	10.0	2.5		No	Fixed Bed	95.0	1
0.0	100.0	0.0	0.0	0.0	0.0	400.0	10.0	2.5		Yes	Fixed Bed	84.0	1
0.0	100.0	0.0	0.0	0.0	0.0	450.0	10.0	2.5		Yes	Fixed Bed	81.0	1
0.0	100.0	0.0	0.0	0.0	0.0	500.0	10.0	2.5		Yes	Fixed Bed	80.0	1
0.0	100.0	0.0	0.0	0.0	0.0	550.0	10.0	2.5		Yes	Fixed Bed	76.0	1
0.0	100.0	0.0	0.0	0.0	0.0	600.0	10.0	2.5		Yes	Fixed Bed	71.0	1
0.0	100.0	0.0	0.0	0.0	0.0	400.0	10.0	2.5		Yes	Fixed Bed	83.0	1
0.0	100.0	0.0	0.0	0.0	0.0	450.0	10.0	2.5		Yes	Fixed Bed	80.0	1
0.0	100.0	0.0	0.0	0.0	0.0	500.0	10.0	2.5		Yes	Fixed Bed	77.0	1
0.0	100.0	0.0	0.0	0.0	0.0	550.0	10.0	2.5		Yes	Fixed Bed	72.0	1
0.0	100.0	0.0	0.0	0.0	0.0	600.0	10.0	2.5		Yes	Fixed Bed	70.0	1
0.0	100.0	0.0	0.0	0.0	0.0	500.0				No	Fluidized Bed	81.2	2
0.0	100.0	0.0	0.0	0.0	0.0	550.0				No	Fluidized Bed	73.9	2
0.0	100.0	0.0	0.0	0.0	0.0	550.0				No	Fluidized Bed	72.7	2
0.0	100.0	0.0	0.0	0.0	0.0	550.0				No	Fluidized Bed	65.3	2
0.0	100.0	0.0	0.0	0.0	0.0	550.0				No	Fluidized Bed	64.7	2
0.0	100.0	0.0	0.0	0.0	0.0	600.0				No	Fluidized Bed	28.5	2
100.0	0.0	0.0	0.0	0.0	0.0	500.0	5.0	3.0	100.0	No	Fixed Bed	62.0	3
100.0	0.0	0.0	0.0	0.0	0.0	550.0	5.0	3.0	100.0	No	Fixed Bed	71.0	3
100.0	0.0	0.0	0.0	0.0	0.0	600.0	5.0	3.0	100.0	No	Fixed Bed	69.0	3
100.0	0.0	0.0	0.0	0.0	0.0	650.0	5.0	3.0	100.0	No	Fixed Bed	68.0	3
100.0	0.0	0.0	0.0	0.0	0.0	700.0	5.0	3.0	100.0	No	Fixed Bed	69.0	3
100.0	0.0	0.0	0.0	0.0	0.0	750.0	5.0	3.0	100.0	No	Fixed Bed	63.0	3
100.0	0.0	0.0	0.0	0.0	0.0	800.0	5.0	3.0	100.0	No	Fixed Bed	64.0	3
0.0	100.0	0.0	0.0	0.0	0.0	400.0	5.0	0.5	0.6	No	Batch	93.1	4
100.0	0.0	0.0	0.0	0.0	0.0	400.0	5.0	0.5	0.6	No	Batch	84.7	4
0.0	100.0	0.0	0.0	0.0	0.0	550.0	5.0	0.5	0.6	Yes	Batch	18.3	4
100.0	0.0	0.0	0.0	0.0	0.0	550.0	5.0	0.5	0.6	Yes	Batch	17.3	4
0.0	100.0	0.0	0.0	0.0	0.0	550.0	5.0	0.5	0.6	Yes	Batch	61.6	4
100.0	0.0	0.0	0.0	0.0	0.0	550.0	5.0	0.5	0.6	Yes	Batch	41.0	4
0.0	68.0	16.0	16.0	0.0	0.0	430.0		3.0		No	Batch	93.0	5
0.0	16.0	68.0	16.0	0.0	0.0	430.0		3.0		No	Batch	90.0	5
0.0	16.0	16.0	68.0	0.0	0.0	430.0		3.0		No	Batch	92.0	5
0.0	100.0	0.0	0.0	0.0	0.0	430.0		3.0		No	Batch	90.0	5
0.0	0.0	100.0	0.0	0.0	0.0	430.0		3.0		No	Batch	92.0	5
0.0	0.0	0.0	100.0	0.0	0.0	430.0		3.0		No	Batch	95.0	5
0.0	33.0	33.0	33.0	0.0	0.0	430.0		3.0		No	Batch	91.0	5
100.0	0.0	0.0	0.0	0.0	0.0	450.0	6.5			No	Batch	84.0	6
100.0	0.0	0.0	0.0	0.0	0.0	400.0	20.0		20.0	No	Batch	11.2	7
100.0	0.0	0.0	0.0	0.0	0.0	450.0	20.0		20.0	No	Batch	23.96	7
100.0	0.0	0.0	0.0	0.0	0.0	500.0	20.0		20.0	No	Batch	72.25	7
100.0	0.0	0.0	0.0	0.0	0.0	550.0	20.0		20.0	No	Batch	79.08	7
0.0	0.0	0.0	100.0	0.0	0.0	450.0	5.0	1.5	10.0	No	Batch	95.77	8
0.0	0.0	0.0	100.0	0.0	0.0	450.0	10.0	1.5	10.0	No	Batch	95.79	8
0.0	0.0	0.0	100.0	0.0	0.0	450.0	15.0	1.5	10.0	No	Batch	92.75	8
0.0	0.0	0.0	100.0	0.0	0.0	450.0	20.0	1.5	10.0	No	Batch	92.65	8
0.0	100.0	0.0	0.0	0.0	0.0	450.0	5.0	1.5	10.0	No	Batch	81.65	8
0.0	100.0	0.0	0.0	0.0	0.0	450.0	10.0	1.5	10.0	No	Batch	81.33	8
0.0	100.0	0.0	0.0	0.0	0.0	450.0	15.0	1.5	10.0	No	Batch	72.63	8
0.0	100.0	0.0	0.0	0.0	0.0	450.0	20.0	1.5	10.0	No	Batch	61.24	8
0.0	0.0	0.0	0.0	0.0	100.0	450.0	5.0	1.5	10.0	No	Batch	39.02	8
0.0	0.0	0.0	0.0	0.0	100.0	450.0	10.0	1.5	10.0	No	Batch	35.4	8
0.0	0.0	0.0	0.0	0.0	100.0	450.0	15.0	1.5	10.0	No	Batch	29.71	8
0.0	0.0	0.0	0.0	0.0	100.0	450.0	20.0	1.5	10.0	No	Batch	29.16	8
0.0	0.0	100.0	0.0	0.0	0.0	450.0	5.0	1.5	10.0	No	Batch	83.34	8
0.0	0.0	100.0	0.0	0.0	0.0	450.0	10.0	1.5	10.0	No	Batch	82.67	8
0.0	0.0	100.0	0.0	0.0	0.0	450.0	15.0	1.5	10.0	No	Batch	82.92	8
0.0	0.0	100.0	0.0	0.0	0.0	450.0	20.0	1.5	10.0	No	Batch	68.06	8
26.2	31.1	8.2	13.0	0.0	0.0	500.0	20.0	2.5	400.0	No	Fixed Bed	29.0	9
17.8	19.6	13.9	8.7	0.0	0.0	500.0	20.0	2.5	400.0	No	Fixed Bed	26.33	9
3.5	25.0	22.2	4.0	0.0	0.0	500.0	20.0	2.5	400.0	No	Fixed Bed	44.62	9
17.0	34.0	15.4	12.4	0.0	0.0	500.0	20.0	2.5	400.0	No	Fixed Bed	43.2	9
100.0	0.0	0.0	0.0	0.0	0.0	500.0		3.0	50.0	No	Batch	81.0	10
